"Date","Open","High","Low","Close","Volume","Adj_Close"
2020-03-03,1594.5,1645.30004882812,1594,1642.09997558594,610,1642.09997558594
2020-03-04,1645.40002441406,1645.90002441406,1631.30004882812,1641.09997558594,83,1641.09997558594
2020-03-05,1637.30004882812,1672.90002441406,1637.19995117188,1666.40002441406,154,1666.40002441406
2020-03-06,1670.80004882812,1686.19995117188,1647.19995117188,1670.80004882812,175,1670.80004882812
2020-03-09,1696.09997558594,1701.59997558594,1657.69995117188,1674.5,161,1674.5
2020-03-10,1671.59997558594,1674.59997558594,1643,1659.09997558594,48,1659.09997558594
2020-03-11,1656.59997558594,1666.5,1635,1641.40002441406,47,1641.40002441406
2020-03-12,1637,1647.5,1566.40002441406,1589.30004882812,256,1589.30004882812
2020-03-13,1574.90002441406,1589.80004882812,1513.80004882812,1515.69995117188,89,1515.69995117188
2020-03-16,1569.09997558594,1569.09997558594,1452.09997558594,1485.90002441406,193,1485.90002441406
2020-03-17,1469.30004882812,1537.69995117188,1469.30004882812,1524.90002441406,122,1524.90002441406
2020-03-18,1537.5,1542,1477.30004882812,1477.30004882812,333,1477.30004882812
2020-03-19,1481.5,1491.59997558594,1471,1478.59997558594,262,1478.59997558594
2020-03-20,1483.5,1484,1483.5,1484,14,1484
2020-03-23,1505.30004882812,1567,1490.19995117188,1567,51,1567
2020-03-24,1592.69995117188,1685.5,1592.69995117188,1660.19995117188,442,1660.19995117188
2020-03-25,1676.5,1676.5,1631.09997558594,1632.30004882812,476,1632.30004882812
2020-03-26,1660.5,1660.5,1650.09997558594,1650.09997558594,3,1650.09997558594
2020-03-27,1623.90002441406,1623.90002441406,1623.90002441406,1623.90002441406,100638,1623.90002441406
2020-03-30,1641.19995117188,1652.80004882812,1607.19995117188,1622,16389,1622
2020-03-31,1618.69995117188,1621,1576,1583.40002441406,2874,1583.40002441406
2020-04-01,1570,1600,1570,1578.19995117188,2158,1578.19995117188
2020-04-02,1590.90002441406,1631.19995117188,1586,1625.69995117188,1294,1625.69995117188
2020-04-03,1624.5,1636,1619.80004882812,1633.69995117188,643,1633.69995117188
2020-04-06,1629.09997558594,1696.69995117188,1625.90002441406,1677,1063,1677
2020-04-07,1695.69995117188,1724.40002441406,1658,1664.80004882812,1144,1664.80004882812
2020-04-08,1669.69995117188,1677,1662.5,1665.40002441406,747,1665.40002441406
2020-04-09,1662.69995117188,1736.19995117188,1662.69995117188,1736.19995117188,825,1736.19995117188
2020-04-13,1722,1756.80004882812,1710.69995117188,1744.80004882812,696,1744.80004882812
2020-04-14,1756.80004882812,1775,1739.5,1756.69995117188,675,1756.69995117188
2020-04-15,1739.40002441406,1744.90002441406,1722.69995117188,1727.19995117188,642,1727.19995117188
2020-04-16,1731,1750.59997558594,1715,1720.40002441406,162,1720.40002441406
2020-04-17,1715.69995117188,1725,1684.90002441406,1689.19995117188,223,1689.19995117188
2020-04-20,1686,1701.59997558594,1680,1701.59997558594,106,1701.59997558594
2020-04-21,1697,1707.09997558594,1659.90002441406,1678.19995117188,666,1678.19995117188
2020-04-22,1696,1728.69995117188,1684.80004882812,1728.69995117188,453,1728.69995117188
2020-04-23,1734,1745.09997558594,1733.30004882812,1733.30004882812,482,1733.30004882812
2020-04-24,1744,1744,1714.5,1723.5,221,1723.5
2020-04-27,1731.90002441406,1731.90002441406,1711.90002441406,1711.90002441406,169,1711.90002441406
2020-04-28,1716.59997558594,1716.59997558594,1707.09997558594,1710.5,1255,1710.5
2020-04-29,1710,1713.5,1702,1703.40002441406,373,1703.40002441406
2020-04-30,1719.30004882812,1719.30004882812,1680.80004882812,1684.19995117188,327,1684.19995117188
2020-05-01,1686.59997558594,1701.5,1670.5,1694.5,337,1694.5
2020-05-04,1702.59997558594,1709,1699.59997558594,1706.90002441406,320,1706.90002441406
2020-05-05,1701.5,1704.40002441406,1697.19995117188,1704.40002441406,82,1704.40002441406
2020-05-06,1704,1704,1684.19995117188,1684.19995117188,469,1684.19995117188
2020-05-07,1686.19995117188,1721.80004882812,1685.59997558594,1721.80004882812,853,1721.80004882812
2020-05-08,1726.19995117188,1728.90002441406,1703.80004882812,1709.90002441406,330,1709.90002441406
2020-05-11,1702.30004882812,1704.5,1690.19995117188,1695.30004882812,749,1695.30004882812
2020-05-12,1699.30004882812,1713.09997558594,1699.30004882812,1704.40002441406,324,1704.40002441406
2020-05-13,1702,1721.30004882812,1701.90002441406,1713.90002441406,431,1713.90002441406
2020-05-14,1724.30004882812,1743.09997558594,1720.5,1738.09997558594,672,1738.09997558594
2020-05-15,1739.69995117188,1753.40002441406,1739.69995117188,1753.40002441406,719,1753.40002441406
2020-05-18,1755.69995117188,1770.5,1731.80004882812,1731.80004882812,229,1731.80004882812
2020-05-19,1744.19995117188,1749.5,1744.19995117188,1744.19995117188,167,1744.19995117188
2020-05-20,1751.59997558594,1752.09997558594,1745.59997558594,1750.59997558594,16,1750.59997558594
2020-05-21,1746.80004882812,1746.80004882812,1720.5,1720.5,528,1720.5
2020-05-22,1726.59997558594,1734.59997558594,1726.59997558594,1734.59997558594,6,1734.59997558594
2020-05-26,1726.40002441406,1726.40002441406,1704.80004882812,1704.80004882812,39,1704.80004882812
2020-05-27,1685.59997558594,1710.30004882812,1685.59997558594,1710.30004882812,137416,1710.30004882812
2020-05-28,1709.30004882812,1727.80004882812,1705,1713.30004882812,23355,1713.30004882812
2020-05-29,1718.80004882812,1738.30004882812,1715.09997558594,1736.90002441406,1526,1736.90002441406
2020-06-01,1740.40002441406,1747,1727.09997558594,1737.80004882812,871,1737.80004882812
2020-06-02,1743,1745.5,1721.80004882812,1725.19995117188,741,1725.19995117188
2020-06-03,1726.30004882812,1726.30004882812,1684.5,1697.80004882812,2755,1697.80004882812
2020-06-04,1694.5,1718.90002441406,1694.5,1718.90002441406,807,1718.90002441406
2020-06-05,1711.80004882812,1711.80004882812,1668.59997558594,1676.19995117188,1502,1676.19995117188
2020-06-08,1679.09997558594,1699.40002441406,1675.90002441406,1698.30004882812,587,1698.30004882812
2020-06-09,1694.59997558594,1720.90002441406,1692,1714.69995117188,690,1714.69995117188
2020-06-10,1716.09997558594,1740.80004882812,1711.90002441406,1713.30004882812,718,1713.30004882812
2020-06-11,1737.19995117188,1744.09997558594,1720,1732,347,1732
2020-06-12,1724.90002441406,1743,1724.90002441406,1729.30004882812,318,1729.30004882812
2020-06-15,1730,1730,1703.30004882812,1720.30004882812,188,1720.30004882812
2020-06-16,1726.30004882812,1729.59997558594,1722.40002441406,1729.59997558594,22,1729.59997558594
2020-06-17,1714.69995117188,1729.19995117188,1714.69995117188,1729.19995117188,51,1729.19995117188
2020-06-18,1730.5,1734.09997558594,1717.30004882812,1724.80004882812,110,1724.80004882812
2020-06-19,1723.69995117188,1750.69995117188,1723.5,1745.90002441406,1329,1745.90002441406
2020-06-22,1755.19995117188,1767.59997558594,1750.5,1756.69995117188,1356,1756.69995117188
2020-06-23,1755.40002441406,1776.30004882812,1754.19995117188,1772.09997558594,666,1772.09997558594
2020-06-24,1778.30004882812,1783.09997558594,1764.5,1765.80004882812,961,1765.80004882812
2020-06-25,1761.69995117188,1764.80004882812,1759.80004882812,1762.09997558594,207,1762.09997558594
2020-06-26,1766,1772.5,1764.69995117188,1772.5,640,1772.5
2020-06-29,1779.80004882812,1780.19995117188,1774.30004882812,1774.80004882812,584,1774.80004882812
2020-06-30,1777.30004882812,1793.19995117188,1774.40002441406,1793,986,1793
2020-07-01,1793.59997558594,1798,1765.80004882812,1773.19995117188,331,1773.19995117188
2020-07-02,1773.40002441406,1784,1768.69995117188,1784,215,1784
2020-07-06,1788.19995117188,1790.09997558594,1788.19995117188,1788.5,172,1788.5
2020-07-07,1789.30004882812,1804.19995117188,1783.30004882812,1804.19995117188,751,1804.19995117188
2020-07-08,1801.5,1817.90002441406,1801.5,1815.5,209,1815.5
2020-07-09,1816.09997558594,1819.80004882812,1799.19995117188,1799.19995117188,396,1799.19995117188
2020-07-10,1805.5,1805.5,1797.69995117188,1798.19995117188,236,1798.19995117188
2020-07-13,1805,1811,1805,1811,164,1811
2020-07-14,1791,1811.5,1791,1810.59997558594,339,1810.59997558594
2020-07-15,1806.09997558594,1813.5,1806.09997558594,1811.40002441406,167,1811.40002441406
2020-07-16,1810.90002441406,1810.90002441406,1794.30004882812,1798.69995117188,146,1798.69995117188
2020-07-17,1798.5,1810.09997558594,1798.5,1808.30004882812,24,1808.30004882812
2020-07-20,1807,1817.30004882812,1807,1815.90002441406,89,1815.90002441406
2020-07-21,1822,1842.40002441406,1822,1842.40002441406,117,1842.40002441406
2020-07-22,1858.09997558594,1867,1854.69995117188,1864.09997558594,213,1864.09997558594
2020-07-23,1868.69995117188,1890.30004882812,1868.5,1889.09997558594,133,1889.09997558594
2020-07-24,1884.30004882812,1897.30004882812,1884.30004882812,1897.30004882812,474,1897.30004882812
2020-07-27,1901.69995117188,1938,1901.5,1931,364,1931
2020-07-28,1931.5,1944.69995117188,1928.59997558594,1944.69995117188,825,1944.69995117188
2020-07-29,1953.19995117188,1953.5,1952.59997558594,1953.5,209835,1953.5
2020-07-30,1963.40002441406,1965.09997558594,1930,1942.30004882812,28853,1942.30004882812
2020-07-31,1948.59997558594,1981.09997558594,1948,1962.80004882812,2914,1962.80004882812
2020-08-03,1984.30004882812,1984.30004882812,1955.5,1966,683,1966
2020-08-04,1971,2016.19995117188,1968.80004882812,2001.19995117188,2010,2001.19995117188
2020-08-05,2024,2050.19995117188,2011,2031.09997558594,1422,2031.09997558594
2020-08-06,2045.5,2063,2040,2051.5,294,2051.5
2020-08-07,2040.09997558594,2055,2009.59997558594,2010.09997558594,808,2010.09997558594
2020-08-10,2026.40002441406,2043.80004882812,2017.5,2024.40002441406,233,2024.40002441406
2020-08-11,2012.40002441406,2016,1904,1932.59997558594,971,1932.59997558594
2020-08-12,1923,1946.59997558594,1871.59997558594,1934.90002441406,404,1934.90002441406
2020-08-13,1921.5,1957.40002441406,1916.90002441406,1956.69995117188,71,1956.69995117188
2020-08-14,1938.69995117188,1947.40002441406,1937,1937,201,1937
2020-08-17,1949.59997558594,1985,1949.59997558594,1985,97,1985
2020-08-18,2001.09997558594,2002.80004882812,1972.09997558594,1999.40002441406,92,1999.40002441406
2020-08-19,1980,1980,1938.69995117188,1958.69995117188,347,1958.69995117188
2020-08-20,1941.19995117188,1948.30004882812,1922.30004882812,1933.80004882812,106,1933.80004882812
2020-08-21,1941,1945,1908.90002441406,1934.59997558594,184,1934.59997558594
2020-08-24,1930.19995117188,1940,1922.19995117188,1927.69995117188,85,1927.69995117188
2020-08-25,1927.5,1928.5,1911.80004882812,1911.80004882812,176,1911.80004882812
2020-08-26,1909.69995117188,1950.80004882812,1909.69995117188,1940.69995117188,287,1940.69995117188
2020-08-27,1948.90002441406,1972.5,1921.59997558594,1921.59997558594,2303,1921.59997558594
2020-08-28,1927.09997558594,1971.30004882812,1922.5,1964.59997558594,778,1964.59997558594
2020-08-31,1970,1971.30004882812,1953.30004882812,1967.59997558594,158,1967.59997558594
2020-09-01,1961.69995117188,1986.30004882812,1961.69995117188,1968.19995117188,186,1968.19995117188
2020-09-02,1967.30004882812,1967.30004882812,1934.40002441406,1934.40002441406,71,1934.40002441406
2020-09-03,1937.09997558594,1938.80004882812,1923,1927.59997558594,179,1927.59997558594
2020-09-04,1927.90002441406,1939.69995117188,1917.69995117188,1923.90002441406,607,1923.90002441406
2020-09-08,1930.90002441406,1937.90002441406,1903.09997558594,1933,271,1933
2020-09-09,1926.90002441406,1946.19995117188,1924.59997558594,1944.69995117188,219,1944.69995117188
2020-09-10,1944.09997558594,1962.69995117188,1944.09997558594,1954.19995117188,722,1954.19995117188
2020-09-11,1944,1949.5,1937.80004882812,1937.80004882812,73,1937.80004882812
2020-09-14,1946.30004882812,1953.09997558594,1943,1953.09997558594,55,1953.09997558594
2020-09-15,1955.80004882812,1968.5,1955.80004882812,1956.30004882812,74,1956.30004882812
2020-09-16,1961.30004882812,1961.40002441406,1956.69995117188,1960.19995117188,124,1960.19995117188
2020-09-17,1939,1946,1933.69995117188,1940,67,1940
2020-09-18,1950.5,1952.09997558594,1949,1952.09997558594,38,1952.09997558594
2020-09-21,1946.19995117188,1946.19995117188,1883.40002441406,1901.19995117188,52,1901.19995117188
2020-09-22,1913.09997558594,1913.09997558594,1898.59997558594,1898.59997558594,331,1898.59997558594
2020-09-23,1875.5,1875.5,1859.90002441406,1859.90002441406,5,1859.90002441406
2020-09-24,1851.5,1868.30004882812,1851.5,1868.30004882812,365,1868.30004882812
2020-09-25,1856.30004882812,1857.69995117188,1856.30004882812,1857.69995117188,4,1857.69995117188
2020-09-28,1872.80004882812,1872.80004882812,1872.80004882812,1872.80004882812,10455,1872.80004882812
2020-09-29,1876.5,1895.40002441406,1872.40002441406,1894.30004882812,3283,1894.30004882812
2020-09-30,1893,1899.69995117188,1879.80004882812,1887.5,600,1887.5
2020-10-01,1884.09997558594,1909.59997558594,1882.5,1908.40002441406,730,1908.40002441406
2020-10-02,1893.90002441406,1913,1893.90002441406,1900.19995117188,530,1900.19995117188
2020-10-05,1898.90002441406,1915.59997558594,1884.69995117188,1912.5,1360,1912.5
2020-10-06,1906.59997558594,1918,1874.40002441406,1901.09997558594,968,1901.09997558594
2020-10-07,1874.09997558594,1889.80004882812,1873.09997558594,1883.59997558594,50,1883.59997558594
2020-10-08,1893,1893,1882.69995117188,1888.59997558594,348,1888.59997558594
2020-10-09,1909.30004882812,1929.09997558594,1905.09997558594,1919.5,580,1919.5
2020-10-12,1924,1926.5,1921.59997558594,1922.5,96,1922.5
2020-10-13,1921.90002441406,1922.19995117188,1887,1888.5,191,1888.5
2020-10-14,1889.69995117188,1910.80004882812,1882.5,1901.30004882812,33,1901.30004882812
2020-10-15,1897.30004882812,1906.30004882812,1889.59997558594,1903.19995117188,254,1903.19995117188
2020-10-16,1898.5,1900.80004882812,1898.5,1900.80004882812,53,1900.80004882812
2020-10-19,1907.30004882812,1907.80004882812,1899.5,1906.40002441406,43,1906.40002441406
2020-10-20,1901.30004882812,1910.40002441406,1896.09997558594,1910.40002441406,329,1910.40002441406
2020-10-21,1913.59997558594,1927.30004882812,1913.59997558594,1924.59997558594,1202,1924.59997558594
2020-10-22,1924.30004882812,1924.30004882812,1898.19995117188,1901.09997558594,899,1901.09997558594
2020-10-23,1899.90002441406,1913.30004882812,1896.19995117188,1902,287,1902
2020-10-26,1895.5,1907,1893.5,1902.69995117188,242,1902.69995117188
2020-10-27,1904.59997558594,1908.80004882812,1904.40002441406,1908.80004882812,176,1908.80004882812
2020-10-28,1870.90002441406,1876.19995117188,1870.90002441406,1876.19995117188,277,1876.19995117188
2020-10-29,1876.09997558594,1879.80004882812,1858.80004882812,1865.59997558594,240,1865.59997558594
2020-10-30,1862.80004882812,1886.59997558594,1862.80004882812,1877.40002441406,725,1877.40002441406
2020-11-02,1872.90002441406,1894.69995117188,1872.90002441406,1890.40002441406,190,1890.40002441406
2020-11-03,1891.5,1908.5,1891.5,1908.5,712,1908.5
2020-11-04,1893.80004882812,1907,1885.30004882812,1894.59997558594,782,1894.59997558594
2020-11-05,1901.69995117188,1948,1901.69995117188,1945.30004882812,135,1945.30004882812
2020-11-06,1940.80004882812,1958.80004882812,1940.80004882812,1950.30004882812,304,1950.30004882812
2020-11-09,1955.59997558594,1963.19995117188,1847.09997558594,1853.19995117188,745,1853.19995117188
2020-11-10,1879.30004882812,1885.30004882812,1871.19995117188,1875.40002441406,276,1875.40002441406
2020-11-11,1878.80004882812,1878.80004882812,1855.5,1860.69995117188,222,1860.69995117188
2020-11-12,1869,1878.5,1866.59997558594,1872.59997558594,220,1872.59997558594
2020-11-13,1877,1890.09997558594,1876.80004882812,1885.69995117188,240,1885.69995117188
2020-11-16,1874.59997558594,1887.30004882812,1871,1887.30004882812,6,1887.30004882812
2020-11-17,1888.40002441406,1888.40002441406,1884.5,1884.5,59,1884.5
2020-11-18,1873.5,1873.5,1873.5,1873.5,152,1873.5
2020-11-19,1865.80004882812,1865.80004882812,1856,1861.09997558594,59,1861.09997558594
2020-11-20,1871.19995117188,1872.59997558594,1871.19995117188,1872.59997558594,1900,1872.59997558594
2020-11-23,1834.80004882812,1837.80004882812,1829.19995117188,1837.80004882812,843,1837.80004882812
2020-11-24,1829.30004882812,1829.30004882812,1799.30004882812,1804.80004882812,1041,1804.80004882812
2020-11-25,1801.40002441406,1805.69995117188,1801.40002441406,1805.69995117188,205754,1805.69995117188
2020-11-27,1806.09997558594,1817,1770.69995117188,1781.90002441406,71804,1781.90002441406
2020-11-30,1785,1787.19995117188,1762.30004882812,1775.69995117188,3145,1775.69995117188
2020-12-01,1775,1815.90002441406,1774.90002441406,1814.09997558594,1859,1814.09997558594
2020-12-02,1811.30004882812,1830,1807.80004882812,1825.69995117188,771,1825.69995117188
2020-12-03,1829.19995117188,1842,1825.30004882812,1836.80004882812,1765,1836.80004882812
2020-12-04,1840.69995117188,1847.59997558594,1828.19995117188,1835.90002441406,1213,1835.90002441406
2020-12-07,1836.5,1866.90002441406,1820.80004882812,1861.80004882812,1427,1861.80004882812
2020-12-08,1863,1875.80004882812,1861.80004882812,1870.80004882812,121,1870.80004882812
2020-12-09,1867.09997558594,1867.09997558594,1827,1834.59997558594,215,1834.59997558594
2020-12-10,1833.19995117188,1849.09997558594,1828,1833.59997558594,177,1833.59997558594
2020-12-11,1838.5,1846,1829.09997558594,1839.80004882812,109,1839.80004882812
2020-12-14,1835.5,1835.69995117188,1822.69995117188,1828.69995117188,258,1828.69995117188
2020-12-15,1833.5,1853.59997558594,1833.19995117188,1852.30004882812,961,1852.30004882812
2020-12-16,1856.5,1864.69995117188,1850.5,1856.09997558594,1090,1856.09997558594
2020-12-17,1874.19995117188,1896.19995117188,1874.19995117188,1887.19995117188,414,1887.19995117188
2020-12-18,1882.40002441406,1889.5,1882.30004882812,1885.69995117188,276,1885.69995117188
2020-12-21,1884.80004882812,1908,1869.09997558594,1879.19995117188,136,1879.19995117188
2020-12-22,1882.19995117188,1882.19995117188,1861,1866.59997558594,233,1866.59997558594
2020-12-23,1867,1878.80004882812,1864.5,1874.69995117188,82,1874.69995117188
2020-12-24,1877.30004882812,1879.90002441406,1875.69995117188,1879.90002441406,46,1879.90002441406
2020-12-28,1895.5,1895.80004882812,1873.69995117188,1877.19995117188,75,1877.19995117188
2020-12-29,1881.30004882812,1881.30004882812,1879.69995117188,1879.69995117188,343,1879.69995117188
2020-12-30,1879.90002441406,1895.80004882812,1877.30004882812,1891,444,1891
2020-12-31,1897,1901.30004882812,1892.69995117188,1893.09997558594,127,1893.09997558594
2021-01-04,1912.19995117188,1945.09997558594,1912.19995117188,1944.69995117188,154,1944.69995117188
2021-01-05,1941.69995117188,1952.69995117188,1941.30004882812,1952.69995117188,113,1952.69995117188
2021-01-06,1952,1959.90002441406,1901.5,1906.90002441406,331,1906.90002441406
2021-01-07,1922.59997558594,1926.69995117188,1912,1912.30004882812,122,1912.30004882812
2021-01-08,1908,1908,1834.09997558594,1834.09997558594,60,1834.09997558594
2021-01-11,1826.5,1849.59997558594,1826.5,1849.59997558594,20,1849.59997558594
2021-01-12,1849,1859.69995117188,1839.40002441406,1842.90002441406,176,1842.90002441406
2021-01-13,1858,1858.59997558594,1853.59997558594,1853.59997558594,189,1853.59997558594
2021-01-14,1836.69995117188,1850.69995117188,1836.69995117188,1850.30004882812,149,1850.30004882812
2021-01-15,1829.40002441406,1829.40002441406,1825,1829.30004882812,31,1829.30004882812
2021-01-19,1802,1842.90002441406,1802,1839.5,13,1839.5
2021-01-20,1847.80004882812,1866.59997558594,1844.40002441406,1865.90002441406,16,1865.90002441406
2021-01-21,1865.30004882812,1868,1865.30004882812,1865.30004882812,6,1865.30004882812
2021-01-22,1854.90002441406,1855.69995117188,1852.69995117188,1855.69995117188,8,1855.69995117188
2021-01-25,1864.69995117188,1864.69995117188,1851.80004882812,1854.90002441406,26,1854.90002441406
2021-01-26,1855.80004882812,1855.80004882812,1850.69995117188,1850.69995117188,59,1850.69995117188
2021-01-27,1844.90002441406,1844.90002441406,1844.90002441406,1844.90002441406,195540,1844.90002441406
2021-01-28,1843.40002441406,1862.90002441406,1831.5,1837.90002441406,27283,1837.90002441406
2021-01-29,1842,1876,1838.69995117188,1847.30004882812,1634,1847.30004882812
2021-02-01,1866.59997558594,1871.90002441406,1850,1860.80004882812,1494,1860.80004882812
2021-02-02,1859.59997558594,1861.30004882812,1827.59997558594,1830.5,1293,1830.5
2021-02-03,1834.80004882812,1842.40002441406,1829.80004882812,1832.19995117188,1195,1832.19995117188
2021-02-04,1832.19995117188,1832.19995117188,1782.80004882812,1788.90002441406,2375,1788.90002441406
2021-02-05,1794.30004882812,1813.5,1790.90002441406,1810.90002441406,1278,1810.90002441406
2021-02-08,1816.30004882812,1836.69995117188,1809,1831.90002441406,254,1831.90002441406
2021-02-09,1841.90002441406,1843.30004882812,1830.69995117188,1835.30004882812,184,1835.30004882812
2021-02-10,1842.59997558594,1851.09997558594,1837,1840.59997558594,543,1840.59997558594
2021-02-11,1840.5,1845,1820.90002441406,1824.90002441406,602,1824.90002441406
2021-02-12,1825,1827.5,1809.19995117188,1821.59997558594,259,1821.59997558594
2021-02-16,1820.90002441406,1823.40002441406,1787.30004882812,1797.19995117188,1141,1797.19995117188
2021-02-17,1785.80004882812,1789.69995117188,1768.80004882812,1771.09997558594,614,1771.09997558594
2021-02-18,1776.09997558594,1784.59997558594,1766,1773.40002441406,587,1773.40002441406
2021-02-19,1764.30004882812,1787.59997558594,1764.30004882812,1775.80004882812,118,1775.80004882812
2021-02-22,1784,1807.80004882812,1784,1806.69995117188,165,1806.69995117188
2021-02-23,1809.59997558594,1811.30004882812,1796.40002441406,1804.40002441406,569,1804.40002441406
2021-02-24,1805.80004882812,1805.80004882812,1796.40002441406,1796.40002441406,1500,1796.40002441406
2021-02-25,1801.5,1802,1766.69995117188,1774.40002441406,1049,1774.40002441406
2021-02-26,1768.09997558594,1768.19995117188,1718.80004882812,1728.09997558594,1593,1728.09997558594
2021-03-01,1737.09997558594,1747,1720.30004882812,1722.5,407,1722.5
2021-03-02,1709.40002441406,1733.09997558594,1708.69995117188,1733.09997558594,867,1733.09997558594
2021-03-03,1730,1732.40002441406,1703.5,1715.30004882812,501,1715.30004882812
2021-03-04,1706.5,1717.40002441406,1700.19995117188,1700.19995117188,521,1700.19995117188
2021-03-05,1690.59997558594,1701,1685,1698,302,1698
2021-03-08,1704.69995117188,1705.40002441406,1673.69995117188,1677.69995117188,1290,1677.69995117188
2021-03-09,1686.19995117188,1717.5,1685.19995117188,1716.59997558594,335,1716.59997558594
2021-03-10,1713.59997558594,1722.90002441406,1711,1721.5,412,1721.5
2021-03-11,1725.59997558594,1737.5,1720.19995117188,1722.30004882812,18,1722.30004882812
2021-03-12,1715.90002441406,1722.5,1699,1719.5,80,1719.5
2021-03-15,1729.5,1731.90002441406,1722.80004882812,1728.90002441406,147,1728.90002441406
2021-03-16,1732.30004882812,1733.90002441406,1726,1730.59997558594,729,1730.59997558594
2021-03-17,1735.30004882812,1750.09997558594,1725.59997558594,1726.80004882812,488,1726.80004882812
2021-03-18,1745.80004882812,1750.30004882812,1721.80004882812,1732.19995117188,138,1732.19995117188
2021-03-19,1742.19995117188,1742.19995117188,1733.59997558594,1741.40002441406,13,1741.40002441406
2021-03-22,1737.80004882812,1737.80004882812,1737.80004882812,1737.80004882812,51,1737.80004882812
2021-03-23,1724.69995117188,1724.69995117188,1724.69995117188,1724.69995117188,6,1724.69995117188
2021-03-24,1727.5,1732.90002441406,1727.5,1732.90002441406,26,1732.90002441406
2021-03-25,1732.69995117188,1733.19995117188,1724.5,1724.90002441406,15,1724.90002441406
2021-03-26,1721.30004882812,1732.19995117188,1721.30004882812,1732.19995117188,33,1732.19995117188
2021-03-29,1712.09997558594,1712.09997558594,1712.09997558594,1712.09997558594,135457,1712.09997558594
2021-03-30,1711,1712.59997558594,1676.5,1683.90002441406,25316,1683.90002441406
