"BTC_Gold_Mean","BTC_Gold_SD","BTC_Gold_Min","BTC_Gold_Max","BTC_Oil_Mean","BTC_Oil_SD","BTC_Oil_Min","BTC_Oil_Max","ETH_Gold_Mean","ETH_Gold_SD","ETH_Gold_Min","ETH_Gold_Max","ETH_Oil_Mean","ETH_Oil_SD","ETH_Oil_Min","ETH_Oil_Max"
0.103342102199892,0.17474587529162,-0.244649349887297,0.539931877094706,0.0709856378335384,0.148953761258524,-0.270417596706817,0.378052533006223,0.11122858076424,0.122453648521662,-0.273345602692839,0.384064017263232,0.0659294972517419,0.12163978239286,-0.291680583191441,0.371586733793624
